Date,UserName,Comment,Like
2025-02-14T01:57:57Z,@MuhammadRidwan-qg1hi,"Dia gak mikir resiko ke produser nya kek gimana, SMA aja kagak lulus katanya males sekolah",0
2025-02-14T01:51:18Z,@inspirasioutfit14,"Tinggi sekali egonya<br>Cuma 1 kata &quot;Bodoh&quot;<br><br>😂<br>U buat film sendiri, Biaya Sendiri<br>Terserah mau berkata Apa<br><br>Cuma ucapannya, bikin pembuat Film pengen banting meja 😅",2
2025-02-14T01:49:30Z,@angrose3667,"sesuai dengan pemikiran gue, setidaknya yaaa kalau gak nonton gak usah sesumbar, jaga mulut, dan jangan katain target market film dan itu sama aja kayak ngeludahin tempat nyari makan sendiri. the real, blunder.",0
2025-02-14T01:49:15Z,@mikireeves8923,"Bro Timothy, tolong review &quot;Sister Death&quot; yg di Netflix donk",0
2025-02-14T01:38:54Z,@7781san,"Kelihatab kan, ortunya agamis amat tapi lupa ajarin etika, sopan santun, merendah diri dan adab.",3
2025-02-14T01:34:39Z,@mariamavi6769,Kalo Reza Rahadian gantiin Abidzar pasti penontonnya bisa diatas 1jt ni film,0
2025-02-14T01:29:33Z,@fadlydragneel6771,Gua dah baca manhuwanya lebh seru dari filem🤣,0
2025-02-14T01:20:11Z,@dhavidlee,Mereka lupa kalo yang nonton K-drama kebanyakan cari aktor/aktris yang cakep cerita nomer 2,0
2025-02-14T01:19:02Z,@gisafadhilah17,"Lagian setiap adaptasi pasti selalu ada penggemar yang skeptis bakal bagus apa engga, iya kan?  iya dong bukan nih film business proposal doang. Seinget aku juga, Ahn hyo seop tuh awalnya juga diraguin layak apa engga untuk mainin karakternya and then what? Dia buktiin dengan dedikasi dan eksekusi dia bersama aktor-aktor lainnya luar biasa bagus dan hasilnya sepopuler itu dramanya, banyak yang ngerasa puas banget, banyak yang cinta sama kang te mo [karakter utama ahn hyo seop] dan dia makin laku di banyak drama",1
2025-02-14T00:58:12Z,@Force2pay-,Nonton x arm lebih baik daripada film kw ini 😂😂😂,0
2025-02-14T00:49:35Z,@ZERO-DELTA277,Abidzar bakal kayak apa karirnya di industri perfilman?,0
2025-02-14T01:17:30Z,@DabloodzFinally,Acor😂,0
2025-02-14T02:47:28Z,@nazrinrz3397,Anjlokkkk,0
2025-02-14T15:33:46Z,@ZERO-DELTA277,@@DabloodzFinally Apa kualitas akting Abidzar &quot;B aja&quot;,0
2025-02-14T16:27:26Z,@DabloodzFinally,@@ZERO-DELTA277 ya ton aja sedri,0
2025-02-15T00:31:14Z,@ZERO-DELTA277,@@DabloodzFinally Dia masih perlu pembuktian,0
2025-02-14T00:45:35Z,@riuamaze,lagian knp dia yg dipilih...salah juga sih yg milih..jelas jelas aura crazyrichnya ga kluar di abizar..ketambahan..omongan dia yg kayak gt..makin jadi dah😂,0
2025-02-14T02:47:56Z,@nazrinrz3397,Karna murah kali bro😂,0
2025-02-14T00:34:31Z,@topan2112,Rachel zeglar versi indonesianya ❤,0
2025-02-14T00:32:36Z,@isakgelos258,Bahas film perang donk kek all quiet on the western front ?☘️☘️☘️☘️☘️,0
2025-02-14T00:29:30Z,@EllyDahliaDahlia,Dan ntah kenapa jijik banget gue sama bacod nya abidzar ini sok sok bijak dan asik.,0
2025-02-14T00:29:26Z,@fixedtheerror,"Didunia Internet, jangan pernah remehkan :<br>1. Fans KPOP/KDRAMA<br>2. Wibu<br>3. Fans Bola<br>4. Pecinta Kucing &amp; Anjing<br>5. Netizen supporter 1, 2, 3, 4<br>Gak bisa jaga mulut apalagi Publik Figur terhadap 4 diatas, siap2 ruwet hari2mu...Sudah banyak buktinya!! <a href=""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""></a>",0
2025-02-14T00:21:04Z,@ahmadapandi5421,"Pdhal fans drakor,fans kipop tu royal2 loh kalau pinter ngambil hatinya..ini si abi malah ngomong gt njir..😂😂",0
2025-02-14T00:18:07Z,@Lone-WF,Ego Abidzar udah kayak cowok baru puber tau nggak? yang baru pertama kali mimpi basah dan ngacvng pas baru bangun pagi.,0
2025-02-14T00:16:14Z,@hadisbule1521,Urat malunya dah putus abidzar,0
2025-02-14T00:15:15Z,@widodopasir3754,Bang aku wibu karbitan  hhhh,0
2025-02-14T00:11:40Z,@d-fkey8008,"&quot;Yang bisa lu kontrol itu omongan lu, punya dampak apa untuk orang lain di sekitar lu&quot; bener bener mulut mu, harimau mu",0
2025-02-14T00:10:48Z,@CLUMSY101,Pemeran MC cewek ny jelek amat,0
2025-02-14T00:10:23Z,@TirtabudiFamily,Klo nonton di bioskop gak boleh yah ditengah2 film kita keluar? <br>Soalnya dulu aku klo boden.. Filmnya kureng yah udah keluar aja,0
2025-02-14T00:10:11Z,@mokhamadinamulaufa4284,"<a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=714"">11:54</a> bahasanya tipis² ke kata itu ya atau emang iya 😅",0
2025-02-14T00:09:02Z,@arianhnnabell5966,"Ke kaga bisa ngomong, klarifikasi ngetik wkwk😅",0
2025-02-13T23:37:28Z,@Elleanoora,"Gue bukan fans kdrama bang tp gue ga suka sama attitudenya yang sok itu, he deserve it",0
2025-02-13T23:34:17Z,@dokterhannibal2150,Kalau adaptasi itu apakah ngasih komisi ke pemiliknya bang?,0
2025-02-13T23:25:52Z,@ghanifikriarifin1278,Bang bahas Captain america brave new world,0
2025-02-13T23:24:50Z,@wbchannel2892,"PH nya bangkrut wkwkwk, harus bayar royalti+bayar talent+bayar kru+lain2nya, yg nonton gak smpe 20k wkwkwkwk<br>Auto kena blacklist ini bocah tlol 😂😂",0
2025-02-13T23:21:50Z,@moh.waritsrahman4293,menurutku perannya ariel tatum sama catline kebalik gak sih soalnya catline lebih cocok meranin karakter yang agak comedy sama kek di drakornya karakter utamanya kan lebih comedy,0
2025-02-13T22:58:37Z,@alissingit2863,"bedanya dengan kasus erspo, jerseynya yang &quot;bermasalah&quot; itu tetep masih laku dibeli, karena ada faktor lain yang mengangkat (paling kuat banget, karena ngalahin Korea Selatan di perempat final Piala Asia U-23, menang 2x lawan Vietnam, menang lawan Arab Saudi) alias meskipun &quot;bermasalah&quot; namun jersey itu banyak catatan sejarah positifnya.",0
2025-02-13T22:39:59Z,@muhammadharis4766,"Mang urakan sih anaknya,,dan selalu dibela ibunya lagi😂",0
2025-02-13T22:17:08Z,@vikijakasamudra,"Gw juga enek sm fansboy kdrama +kpoper terlalu sumbu pendek sm panasan.. wibu? Gw ya bisa dibilang wibu atau engak ntahlah.. tapi kalau wibu akut lebih ke tempramen serasa dunia milik sendiri tapi bedanya wibu kalau disenggol ngk terlalu sm 2 fandom itu..gw pernah nyenggol kpop di Twitter anjir bawa² ras,rasis,dll padahal gw cuma komentar biasa aja..ya balik lagi inilan pasarnya kdrama ya udh si turunin ego pura² suka",0
2025-02-13T21:53:46Z,@Big.Burger,Digorengnya semua sudut bang<br>Sampe bawa2 arogansi jebolan pondok / anak ustad lah. <br><br>Padahal emang anaknya sendiri yang kaga danta,0
2025-02-13T21:44:25Z,@Owlddin8075,Kasi kecoa nonton,0
2025-02-13T21:24:13Z,@macrobioscopic,"Emang agak aneh gua akuin ngomong gini, tapi gw mw share salah satu anime menurut gw paling underrated, Super Cub. Simpel, animenya hanya menceritakan cewe sekolah yang naik sepeda, tapi karena kecapean dia beli motor dah itu doabg premis ceritanya. Tapi gw cukup yakin lu suka animenya, ada di youtube kok buat ditonton (Muse Asia)",1
2025-02-14T02:53:37Z,@nazrinrz3397,Bang mending lu nonton wind breaker deh seru banget kalo mau sinopsis bilang ok,1
2025-02-13T21:18:31Z,@masaruseven762,Emang tolol sih si abidzar... Kalo bukan gara2 dia pasti rame yg nonton..,0
2025-02-13T20:49:21Z,@rizqiramadhan194,Kayaknya wibu meskipun tersinggung tapi mereka males ngerespon,0
2025-02-13T20:48:26Z,@jryjri4075,Masih tinggi rating ex-arm 🙃,0
2025-02-13T20:21:22Z,@milova90,😂😂😂😂,0
2025-02-13T19:54:20Z,@JayDzulkarnain,Pertanyaan gue misal udah terlanjur riweuh begini si abizar sendiri tetep dibayar full atau gimna yah ?,0
2025-02-13T19:39:18Z,@direydealova,"Lagian aneh banget mereka kayak nantang gitu loh pas dia bilang “Kalo kalian gamau nonton yaudah, masih banyak orang lain yg nonton” beneran ga ditonton kan jadinya.. tau rasa",2300
2025-02-14T05:49:29Z,@Sisip-b7z,Direy? Kamu mampir juga toh,36
2025-02-14T16:09:06Z,@woosshhh,"makanya, mmpus dh tuh 😂",39
2025-02-14T21:21:20Z,@Iilostgn,Anehnya dia nantangin target konsumen No.1 nya😂😂,101
2025-02-14T23:41:14Z,@TheSkinnyFeetYolo,Ya soalnya org lain yg dimaksud adalah jemaah umi pipik,0
2025-02-15T00:31:33Z,@jabaryusuf6616,"tau sendiri penduduk konoha, lo jual gua beli, beliau sedang mencoba hidup seperti larry",47
2025-02-13T19:38:34Z,@pooo2973,Tetep keren yak masbro wkwkw🔥🔥,0
2025-02-13T19:31:57Z,@PemiluLand,"Dikira bad attitude itu keren kali ya? Dikira semua orang pengguna tiktok yang semakin di goreng semakin akan viral, yap bener emang viral tapi bukan filmnya tapi viral kelakuannya dan sekarang sidah di goreng sampe gosong sampe filmnya rating 1 awokawok",2
2025-02-13T19:30:12Z,@nicebagusmurah8047,😂 bener juga masih 23 masih panas tuh ego,0
2025-02-13T19:16:38Z,@bredatorfish8996,"Pemain liga tarkam yang bernama “Pak Sujud” pernah berkata,: “Yang sudah Boleh pulang!”",0
2025-02-13T18:14:49Z,@icanpedia,"Rules ke 4 itu adalah, jangan sampai viral 😂",0
2025-02-13T18:12:46Z,@rachmawati1393,W sih g apa apa mau aktor nya siapa kek tpi pliss deh dia mau bkin karkter sndiri g apa apa cuma di baca dlu webtoon kek atau g nonton dlu drama biar dia tuh ada kesan aura kang tae mo jngn di ilangingn kesan dominant nya kang tae moo jujur ja nih kesan dominant nya kang tae moo tuh g dpr bngt serius bkn krena dia g gntng ya tpu bnr kesan aura dominant nya kanh tae moo g ada,0
2025-02-13T17:59:59Z,@Squideu-19,Emang wibu masuk bang?😂😂😂😂😂  Kpopers emang paling menyala sih😭 dr dl zaman gua kuliah fans antar group isinya geluuud mulu..giliran paguyubannya di Usik bersatu sampe artis Hollywood aja bisa bilang maaf😂dan sekarang Kpopers Indo ngerangkap jadi fans Bola lagi😂.kebayang kombo maut ..tapi Terpantau Kpopers belum ngeblend ama Wibu dan ga akan ngeblend deh kayanaya😂,1
2025-02-13T17:56:55Z,@fikrihaikal978,"kufikir yang no 4 , jangn remehkan fans fuji😂",0
2025-02-13T17:56:08Z,@yudisyaput4099,Yelah Semumurn,0
2025-02-13T17:48:14Z,@IkhsanAzmi-kw7nu,Gas bahas Film Captain America : Brave New World koh😂,0
2025-02-13T17:31:39Z,@anin2385,"kapan review petaka gunung gede bang, gua liat liat penontonnya banyak juga",0
2025-02-13T17:30:39Z,@sanichan179,Semoga di remake ulang tapi pemainnya semua ganti jangan mereka&quot; dan dibikin series we tv atau vidio aja wkwkkwkw 12 eps wkwkwkkw,0
2025-02-13T17:27:07Z,@sanichan179,Bicara soal culture. Versi Drakor a business proposal justru bikin gue ketawa.. masuk komedinya buat gue 😭🤣🤣 ngakak banget gue,0
2025-02-13T17:22:06Z,@ignatiusbimo6076,anak ustadz tp songong,0
2025-02-13T17:18:52Z,@ikakayla5455,Wow kerenn bgt lu bang sampe nonton versi drakor nya 👏,0
2025-02-13T17:14:31Z,@ahmadsanisaefurrohman9042,Lagunya apaan namanya yang awalnya?,0
2025-02-13T16:51:09Z,@Yukki178,"Gw sih kurang tau soal permasalahan ini, krna cmn liat sekelibat di fyp tiktok doang, cmn gw rada bingung sama statement yg bener nya, soalnya pas para cast di interview ada 1 yg ngomong klo ini adaptasi dri webtoon, tapi si org ini bilangnya adaptasi  webtoon yg ada 12 episode, sedangkan yg 12 episode itu cmn drakor nya.. klo webtoon nya kan ratusan chapter. Jdi ya menurut gw statement nya gk jelas..<br><br>Karna pas awal ada berita ktnya bakal ada film baru judulnya A Business proposal, pasti yg org pikirin pertama kali terutama drakor lovers pasti &quot;oh remake dri drakor nya&quot; trus pas si abidzar ini blunder gk nonton drakor nya sampe tamat apalagi baca webtoon nya, ya jelas fans² nya emosi karna namanya remake pasti gak jauh mirip sm yg ori nya, setidaknya dia research lah buat mendalami karakter yg mau dia peranin, trus masalah fanatik/ rasis, jangan kan dia nih ya.. aktor korea nya aja juga kena hate pas mau adaptasi karya webtoon nya krna dianggap gk mirip sm karakter di webtoon nya, tapi apa? Dia cmn diem dan ngebuktiin lewat akting nya, dan liat aja sekarang fans drakor nya ada banyak.. lah abidzar? Emg bener awalnya banyak fans yg kecewa sm pemilihan cast nya, tapi gk sedikit juga yg nunggu dan penasaran gimana si abidzar ini akting dn membawakan karakternya, tapi ya gitu.. si abidzarnya malah blunder yg bikin fans tadi nya cmn kecewa ringan malah dibikin emosi. Selain castnya yg gak mirip, vibe dri karakternya juga gk ada.. liat aja antusias fans drakor ini pas liat ada  remake dari series Bad Guys, meskipun karakternya gk mirip tpi vibe dari karakter nya itu ada.<br><br>Fans²nya keliatan fanatik ya karna mereka udh biasa disuguhin sm karya² yg berkualitas + totalitas.. dan fans² ini udh berdampingan sm k-netz² yg bener² strict.. makanya pas ngeliat yg kurang berkualitas tuh pematik kecewa nya makin tipis..<br><br>Terutama soal cancel culture/boikot, cancel culture di fans² korea ntah itu kpop atau drama mereka bener² serius dan emg awal viral tapi ya abis viral bener mati dan diboikot, beda sm netizen indo yg suka sama sensasi ada hal viral trus aja dibahas diundang sana sini dan itu gk bakal selesai sampe ada sensasi lain yg lebih wah<br><br>Dan sebenernya masih ada yg nonton aja itu udh bersyukur bgt harus nya krna ketemunya masih sama netizen indo, beda klo ketemu nya sama k-netz.. jgnkan buat tayang, jdi dibuat aja belum tentu, dan amit² lagi karir para cast nya ancur..",0
2025-02-13T16:48:01Z,@theskullsquad89,"Bagus ngab,impac saja tuh si abizar...?!biar nyaho....?!😂😂😂",0
2025-02-13T16:45:32Z,@theodore4916,"sebenernya kasus ini persis kek film dilan dimana iqbal dianggap kaga cocok meraninnya karena mukanya ga sangar, dan iqbal tidak menggubris hal itu tetapi membuktikan lewat aktingnya yang sangat apik sehingga karakternya melekat banget sampai sekarang, abidzar juga dari jauh² hari udah banyak yang hujat karena performa pemerannya dianggap bagai langit dan bumi, yang korea itu pemerannya artis top, yang ini malah siapa gitu kan, harusnya diposisi ini si abidzar diem aja dan tetap bermanis² muka didepan media dan ngeyakinin kalo dia mampu, bukan malah menunjukkan kalo dia emang beneran ga pantas meranin si aktor... kan ruwet, cara untuk memperbaiki namanya adalah dia main di film lain sebagai cameo yang harus totalitas,",206
2025-02-16T06:29:49Z,@kotakhitam-rv2qm,"Yup, boleh aja dia mau mikir gimana soal karakter dia dlm produksi film tsb, tp harusnya disaring dan g asal dikeluarin tuh uneg2. Mau dia g suka webtun ato drakor, harusnya dikeep aja di dia sendiri ato lingkungan kecilnya sendiri, bkn dipublikasi ke khalayak ramai. Falconnya sendiri jg membiarkan keblunderannya Abidzar. Sekali oke lah. Dan harusnya pas dari sekali itu udh ditahan sama Falcon biar g makin blunder, tp itu g dilakukan. Jadi bs dibilang, hukum tabur tuai banget dah.",18
2025-02-16T13:28:36Z,@aullatte,"Betul banget, bahkan peran abidzar (kalo di Korea Kang Tae moo) pemeran koreanya sempet kena hujat waktu belum tayang (mirip kaya Iqbal), karena dianggap ga mirip sama visual webtoonnya.. tapi akhirnya Ahn Yeonseop bisa buktiin dari akting kalo karakter Kang Taemoo cocok banget sama dirinya.<br><br>Tapi si abidzar abidzar ini malah mau buat karakter sendiri, padahal bilangnya adaptasi dari webtoon 🤦🏻‍♀️",10
2025-02-17T03:20:51Z,@asrikahfi,"Namanya minim attitude, sekolah aja gak beres, publik speaking NOL BESAR. di forum resmi aja gua gua yang mana kurang cocok, manggil ariel pake nama padahal dari tahun lahir dan tahun debut jauh duluan ariel. Visual nya mana kaya gak mandi lagi. Bau jigong nya kecium nembus layar hp 😭",0
2025-02-17T11:15:11Z,@ameliaputri4014,Cakep poll,2
2025-02-19T16:52:37Z,@babynichole3988,"Masalahnya dia udah di boikot, gaada lagi PH yang mau pakai aktor belagu😂",2
2025-02-13T16:39:05Z,@Seolliee,"Point yang ku suka disini tuh, bukan masalah aktingnya si dia, atau film nya (aku gak tau karna gak nonton yg indo ver) tapi tingkah laku dia itu loh. Di mengadaptasi dari webtoon, jelas bakal ada yang kritik dia nanti tentang cocok/enggak nya itu udah jelas. Tapi daripada mencontoh artis² yang mengadaptasi film/drama lain sebelum²nya dengan ambil diam dan buktikan kalo haters ittu salah eh dia malah bluder, malah ngomong ngalor ngidul gak jelas play victim uddah lah abis kata ku mah😂. Si pemeran versi Korea nya aja, juga di hina/dikatain gak cocok lah dll tapi dia gak malah bluder kek kamu abizar wkwkwk",0
2025-02-13T16:31:25Z,@ruizen00,"Vino aja yang udah senior, namanya udah gede, pas main kang mak, bener2 riset dari film aslinya.",0
2025-02-13T16:27:28Z,@yeahas1309,Wibu bau bawang 😂,0
2025-02-14T01:55:33Z,@InvasionRabbit55,KPop pler bau sampah plastik😂,0
2025-02-13T16:25:37Z,@mootiy,"di korsel kalo minta maaf, orangnya nulisnya pake tulisan tangan.. dia diketik, inspired by chatgpt kah",0
2025-02-13T16:23:41Z,@kholidnightart1879,"Please review petaka gunung gede, one of film ter SAMPAH yang pernah gw tonton",0
2025-02-13T16:23:06Z,@gretel715,bng bahas Captain America: Brave New World,1
2025-02-13T16:21:37Z,@mootiy,remake tapi bikin karakter sendiri gmn ceritanya kocak,0
2025-02-13T16:17:51Z,@mootiy,"lagian tengik bgt anjir ga napak tanah, bro pikir bro aktor papan atas???",0
2025-02-13T16:00:04Z,@radhityarifky9538,Biarkan Bro Memasak,0
2025-02-13T15:57:19Z,@saddamdalimunthe8783,Abizar harusnya masih bersyukur tinggal di Indonesia. Klo dia Korea dia di cancel seabis-abisnya. Klo Indo paling bentar doang di cancelnya. Buktinya gus miftah di cancel 1 bulan sekarang rame lagi sama jamaah nganu.,0
2025-02-13T15:55:57Z,@cakkakousei,"Yg terpenting itu Rules ke-2 sama ke-3 sihhh... Gua tau dan paham klo fans bola itu pada solid2 semua, tapi kudu tau kalau ras &quot;Wibu&quot; dan ras &quot;K-POPers&quot; merupakan Ras &quot;TERKUAT&quot; dimuka bumi ini bahkan sempat ngebikin &quot;Perang Dunia Sosmed&quot;...<br><br>Jadi, klo lu macam2 ama 2 ras tersebut, habis luhhh 😅😅😅",0
2025-02-13T15:50:00Z,@LilisSuryani-zg6xp,"Ini yang salah satu gue bilang, sama salah satu member Pahe, yang mati-matian bela Abizar, ngejelekin fans drakor, pakai akun asli Maina Zegelman. Sorry ini akun Gmail mama gue, lihat konten lu bang.<br><br>Attack On Titan, yang lu bilang, pernah gue bahas sebelumnya dikomen tersebut. Bahkan, versi LA nya, itu hancur parah bang. Dan itu kalau gak salah jadi beban bagi mendiang Haruma Miura, dan itu salah satu LA yang gagal, pada masanya.<br><br>Cerita diubah, fix asli sampah.<br><br>Nah gue ngasih contoh ke contoh remake, dan adaptasi dari komik lain. Dan sih Markonah itu, ngatain gue wibu.<br><br>Abizar kalau dia baca tentang Haruma Miura, auto Kingcep tu . Dia itu bukan hanya sekedar remake, tapi adaptasi..<br><br>Kalau bisa 70%-80% samalah. Sisanya, ubahlah sesuka hati, misalnya dari dari Culture, bisalah settingnya diubah.<br><br>Semua yang lu bilang, pernah gue bahas di Pahe.😢 <br><br>Gue kasih contoh adaptasi kaya gimana, misalnya kaya Bbf, Meteor Garden dan Hana Yori Dango. 80%-70% ada yang mirip. Sisanya, yah boleh bebas. <br><br>Kaya Jerry Yan memerankan Dao Ming Tse, yang versi Jepang meranin Tsukasa, dan satu lagi Goo Joon Pyo, mereka merankan Tsukasa dalam versi komik, dengan penampilan sendiri,  tapi tidak merubah karakter asli dari komik.  Dan buktinya sukses. Persis, makanya gue kaget. <br><br>Sempat gue bilang juga, salah abizar, itu di Omongannya. Gak tertata dengan baik.",0
2025-02-13T15:44:31Z,@NEXUS_R-Z,"Ini jadi film lebih 2 jam dipotong² akan jatuhnya jelek dan plot nya kacau 😂😂 <a href=""https://www.youtube.com/watch?v=vFUT18yhMB8&amp;t=1326"">22:06</a>",11
2025-02-13T15:36:41Z,@Pemainlayartouchscreen,Mending dakwah aja. Jual agama lebih profit.,0
2025-02-13T15:26:49Z,@ajkpeanut,males nonton walo nanti tayang di netflix 😂😂😂,0
2025-02-13T15:26:21Z,@NoName-qq3ss,Fans plastik anjeng....,0
2025-02-13T15:25:42Z,@nensiindriani894,Anjir judulnya gw ngakak,0
2025-02-13T15:10:37Z,@silvisabrina1153,"Gw termasuk ngikutin kdrama, dan ngikutin kasusnya di X, pas awal trailer muncul emg ada fans toxic yg nyerang fisik pemainnya, tpi banyak juga fans kdrama yg belain dan ngehargain aktor yg main disini (sebelum si abidzar blunder) pas blunder ngomong bangun karakter, general fans ngritik untuk seharusnya lebih RESEARCH, tpi malah bahas kemana-mana trs omongannya makin blunder dan udh kena general fans korea, disitu udh cukup fatal dan kena boikot, padahal cukup terima kritikan buat research kayanya ga bakal separah ini gtu filmnya",4
2025-02-13T15:03:01Z,@MbahMu9829,Cat/dog lovers ga masuk itungan bang?,0
2025-02-13T15:00:25Z,@muhammadfajri7202,"Maaf bang, tapi lucu banget lu nyebut namanya, huruf &quot;d&quot;-nya gak dibaca bang. 😂😂😂😂😂",0
2025-02-13T14:57:08Z,@IniOny,"Sorry nih, apakah lagi-lagi ini ada faktor mentalitas gen z di dalam dunia kerja?",0
2025-02-13T14:41:58Z,@wigiarto1689,Kapan bahas captain america ??,0
2025-02-13T14:27:16Z,@kucingsuci,"kayak yang dibilang salah satu akun pengaman film di twitter, ini film tanpa diboikot atau ada kasus abidzar juga bakal susah laku.",2
2025-02-13T14:18:17Z,@wiyongyumahae9997,"mulutmu adalah harimaumu, raawwwrrrr",1
2025-02-13T14:17:23Z,@Odad1ng927,Rules ke 5 jangan bawa agama,0
2025-02-13T14:16:31Z,@continuousself-improvement1879,"Menurut gue sih, production housenya lalai dalam mengarahkan aktor. Jadi yang namanya promo/press tour itu juga harus ada persiapannya, ada template jawaban yang mengantisipasi pertanyaan dan sentimen negatif. Sayangnya, dilepas gitu aja dan kebetulan aktornya....gak cerdas. 😅🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️",712
2025-02-14T10:08:54Z,@p4n23r,"Falcon pikir ini aktor dan aktrisnya sekelas Reza, Vino, BCL, Marsha T, Titi Kamal, yang memang mengerti posisi mereka sebagai &quot;pekerja&quot; di produksi ini. Seingat saya dulu ada aktor juga rada songong (cluenya film awal awal) tp internet belum semasif skrg",60
2025-02-14T15:22:03Z,@dwwion2129,Efek pendidikan rendah sang aktor,29
2025-02-15T13:11:55Z,@kusnulkhotimah4456,Ya begitulah kurangnya disiplinnya para rumah produksi untuk menangani artisnya kalau ada project😂,8
2025-02-16T00:11:52Z,@djunabu4590,Si aktor keterlaluan songong 😂😂😂,4
2025-02-16T13:35:37Z,@umiumutiah,"Nah itu dia, dia kan artis baru kok ga diarahkan 😮",5
2025-02-13T14:15:01Z,@Po5i183,"Mungkin abizar pengen tehnik marketing kayak ci mehong, buat yg mau2 aja...😂<br>Sygnya abizar bkn owner kyk ci mehong tp pekerja",2
2025-02-13T14:07:04Z,@acxelind6458,Intro terbaik😂,1
2025-02-13T13:56:13Z,@Mugen210,Gegara satu orang imbasnya ngerugiin semua tim produksi,1
2025-02-13T13:55:57Z,@seladisuliha1534,"Alah bacot, fans k pop lebay memang. Bahkan sampai ada postingan cewek fans kpop yg rela bapak nya masuk nrka asalkan bisa tdr bereng artis korea😅",0
2025-02-13T14:21:47Z,@wiyongyumahae9997,"alah lu yg bacot, gk tau seni peran itu apa, konteksnya ngomongin apa, malah lu bahas apa, dih dih😢",4
2025-02-13T15:57:11Z,@hadirahman_GENBIKALSEL,terlepas dari fans kpopo lebay atau enggak...filmnya emang jelek wkwk,1
2025-02-13T13:50:02Z,@alfinanovi,Jiwa profesionalnya bukan nol lagi tapi MINUS bgt😭😭,5
2025-02-13T13:47:58Z,@SamsuAnwar-z3p,Sumpah keren coy opening nya wkwkkw,2
2025-02-13T13:45:08Z,@kamilakhaulaqolbi,Renyah banget komentarmu bang😂,2
2025-02-13T13:43:04Z,@liecotton8780,"Ni bocah abizar bukan aktor bukan artis ,terkenal jalur bokap mati sok Sokan berlagak hebat sombong ,pastes pada GK ada ygmau nonton",2
2025-02-13T13:36:32Z,@sugionotani4862,Boikot aja tiap filmnya si prindavan itu,1
2025-02-13T13:36:17Z,@IkaCemara,Udh jiplak byk gaya lg,0
2025-02-13T13:36:14Z,@indahlestari3944,"Gw penasaran malah sama pihak falconnya, hahahahaha. Pengen ngegebuk si a-bad-zar gak yah bawaannya hahahahahaha",0
2025-02-13T13:27:29Z,@renirefita,"Ini terjadi krn yg menghujat fan dihujat karakternya sama, sama2 sumbu pendek. Awalnya abidzar di hujat bahkan agak dirasisin bgian fans drakor krn dianggap gak cocok meranin CEO. Bukannya santai si abizar malah panas hingga keluar kata2 yg gak pantas. Fans drakornya jd tambah panas. Cucook 😅<br>Diluar itu utk kedepannya semoga abidzar bener2 bisa berbenah dan diberi kesempatan lanjut berkaris sbg aktor. Krn aktingnya di bbrp film termasuk film ini lumayan ok. Lumayan buat ganti2 pemain film indo biar gak itu2 aja.",0
2025-02-13T13:27:22Z,@andylumbangaol5976,"Bisa dibilang, Abizar ngga bertingkah pun, film ini tetep emang kureng la ya😂",0
2025-02-13T14:36:01Z,@continuousself-improvement1879,"Tapi, kalo abidzar gak belagu seenggaknya orang2 yang nonton sekadar pengen tau atau mau bandingin versi drakornya akan lebih banyak. Emang mungkin gak akan meledak, tapi ya gak jeblok2 amat lah",2
2025-02-13T16:46:01Z,@andikandablack817,"​@@continuousself-improvement1879  pure copium. Ga malu ya sama nickname keren nya &quot;self improvement&quot; tapi puncching down,ngejatuhin sesama laki yg udah mengalami kejatuhan. Redpill disebarkan ke orang awam jadinya gini 😂",0
2025-02-13T13:16:57Z,@yussvirgo2322,"Seorang penjual ikan : &quot;Gw sebenernya kgk tau gmn ikan ini, tapi ya gw jual ajalah, hehe&quot;<br><br>Ibu-ibu di pasar : &quot;😕 Lah kocak&quot;",0
2025-02-13T13:13:39Z,@wedoszexoduz4708,"Yg namanya bikin fiLm atau drama series REMAKE,, ya harus sama dgn fiLm asLinya Lh...<br>Bukan sok&quot;an bikin karakter sndiri, atau jLn cerita sndiri...<br>Ini artis baru kemarin sore, udh sok&quot;an kek artis gd aja, udh gk riset duLu, gk mndaLami karakter, gk mau nonton fiLm atau dramanya duLu...<br>Auk aaahhhh.....",0
2025-02-13T12:56:53Z,@M.H.B_90,"Kalo bisa, semua artis, celebrity, youtuber, influencer, ataupun rakyat sipil yg kelakuannya negatif dicancel jg. Biar tau rasa. Biar ga seenak jidatnya bikin &quot;konten/kasus&quot; yg ga tau diri cuma supaya viral dan naik pamor. Muak soalnya.",1
2025-02-13T12:55:43Z,@naufalyoniperdana4467,bang rewatch the medium bang 2021,0
2025-02-13T12:46:41Z,@SULTHANFIQHi,Bang bahas captain Amerika 4,1
2025-02-13T12:43:05Z,@tirarisu,"Ga pinter nih si abizar. Harusnya dia ngajak fans yg ngeritik buat nonton biar mereka bisa langsung nilai akting dia, bukannya malah bilang ga usah pada nonton😂",0
2025-02-13T12:31:03Z,@heparapandi05,langsung gas bang bahas captain america brave new world,1
2025-02-13T12:30:23Z,@arfafajar3768,"bang, review captain america brave new world. thank you",1
